el1,id1,pos1,el2,id2,pos2,el3,id3,pos3,el4,id4,pos4,el5,id5,pos5
acTypeUnpubItem10,389,0,copyright,430,26,accCCStatements,438,2,,,,,,
acWebpagePart,1430,0,ezid,1548,1,,,,,,,,,
acWebpagePart,1430,0,identifierHDL,1431,2,,,,,,,,,
acWebpagePart,1430,0,attachment,1432,3,,,,,,,,,
acWebpagePart,1430,0,title,1433,4,,,,,,,,,
acWebpagePart,1430,0,namePersonal,1434,5,namePartGiven,1435,1,,,,,,
acWebpagePart,1430,0,namePersonal,1434,5,namePartFamily,1436,2,,,,,,
acWebpagePart,1430,0,namePersonal,1434,5,role,1437,3,,,,,,
acWebpagePart,1430,0,namePersonal,1434,5,nameID,1438,4,,,,,,
acWebpagePart,1430,0,namePersonal,1434,5,affiliation,1439,5,,,,,,
acWebpagePart,1430,0,nameCorporate,1440,6,namePart,1441,1,,,,,,
acWebpagePart,1430,0,nameCorporate,1440,6,role,1442,2,,,,,,
acWebpagePart,1430,0,originInfoPlace,1115,7,,,,,,,,,
acWebpagePart,1430,0,originInfoPublisher,1116,8,,,,,,,,,
acWebpagePart,1430,0,originInfoDateIssued,1443,9,,,,,,,,,
acWebpagePart,1430,0,originInfoEdition,1444,10,,,,,,,,,
acWebpagePart,1430,0,relatedItemHost,1445,11,host_title,1446,1,,,,,,
acWebpagePart,1430,0,relatedItemHost,1445,11,originInfoDateIssued,1453,5,,,,,,
acWebpagePart,1430,0,relatedItemHost,1445,11,identifierURI,1456,8,,,,,,
acWebpagePart,1430,0,RIOXX,1512,12,Funder,1513,1,,,,,,
acWebpagePart,1430,0,RIOXX,1512,12,Grant,1514,2,,,,,,
acWebpagePart,1430,0,genre,1463,13,,,,,,,,,
acWebpagePart,1430,0,subject,1464,14,,,,,,,,,
acWebpagePart,1430,0,FAST,1601,15,FASTSubject,1602,1,,,,,,
acWebpagePart,1430,0,FAST,1601,15,FASTURI,1603,2,,,,,,
acWebpagePart,1430,0,abstract,1465,16,,,,,,,,,
acWebpagePart,1430,0,note,1466,17,,,,,,,,,
acWebpagePart,1430,0,typeOfResource,1467,18,,,,,,,,,
acWebpagePart,1430,0,language,1468,19,,,,,,,,,
acWebpagePart,1430,0,copyright,1469,20,copyrightNotice,1470,1,,,,,,
acWebpagePart,1430,0,copyright,1469,20,creativeCommonsLicense,1471,2,,,,,,
acWebpagePart,1430,0,tombstone,1599,21,tombstoneList,1600,1,,,,,,
acWP,94,0,iDIdentifierHandle,1310,1,,,,,,,,,
acWP,94,0,Attachment,23,2,,,,,,,,,
acWP,94,0,tiInfoTitle,2,3,,,,,,,,,
acWP,94,0,nameAffil,170,6,namePartGiven,3,1,,,,,,
acWP,94,0,nameAffil,170,6,namePartFamily,30,2,,,,,,
acWP,94,0,nameAffil,170,6,nameRoleTerm,1315,3,,,,,,
acWP,94,0,nameAffil,170,6,affilAuIDUNI,1311,4,,,,,,
acWP,94,0,nameAffil,170,6,affilDept,1312,5,,,,,,
acWP,94,0,nameTypeCorporate,32,7,namePart,34,1,,,,,,
acWP,94,0,nameTypeCorporate,32,7,nameRoleTerm,1314,3,,,,,,
acWP,94,0,originPlaceText,1313,8,,,,,,,,,
acWP,94,0,originPublisher,9,9,,,,,,,,,
acWP,94,0,originDateIssued,42,10,,,,,,,,,
acWP,94,0,relatedItemSeries,93,11,tiInfoTitle,2,1,,,,,,
acWP,94,0,relatedItemSeries,93,11,partNumber,89,3,,,,,,
acWP,94,0,relatedItemSeries,93,11,seriesID,1364,4,,,,,,
acWP,94,0,genreGenre,72,12,,,,,,,,,
acWP,94,0,subjectTopicKeyword,15,13,,,,,,,,,
acWP,94,0,abstract,5,14,,,,,,,,,
acWP,94,0,noteField,1367,15,,,,,,,,,
acWP,94,0,typeResc,70,17,,,,,,,,,
acWP,94,0,langLanguageTermText,79,18,,,,,,,,,
acWP,94,0,copyright,155,29,copyCopyStatement,146,10,,,,,,
acWP,94,0,copyright,155,29,accCCStatements,96,11,,,,,,
acWP10,592,0,iDIdentifierHandle,81,1,,,,,,,,,
acWP10,592,0,Attachment,661,2,,,,,,,,,
acWP10,592,0,tiInfoTitle,593,3,,,,,,,,,
acWP10,592,0,nameAffil,1304,4,namePartGiven,1305,1,,,,,,
acWP10,592,0,nameAffil,1304,4,namePartFamily,1306,2,,,,,,
acWP10,592,0,nameAffil,1304,4,nameRoleTerm,1307,3,,,,,,
acWP10,592,0,nameAffil,1304,4,affilAuIDUNI,1308,4,,,,,,
acWP10,592,0,nameAffil,1304,4,affilDept,1309,5,,,,,,
acWP10,592,0,nameTypeCorporate,608,6,namePart,609,1,,,,,,
acWP10,592,0,nameTypeCorporate,608,6,nameRoleTerm,610,2,,,,,,
acWP10,592,0,originPlaceText,40,7,,,,,,,,,
acWP10,592,0,originPublisher,620,8,,,,,,,,,
acWP10,592,0,originDateIssued,621,9,,,,,,,,,
acWP10,592,0,relatedItemSeries,633,10,tiInfoTitle,634,1,,,,,,
acWP10,592,0,relatedItemSeries,633,10,partNumber,635,2,,,,,,
acWP10,592,0,relatedItemSeries,633,10,seriesID,1418,3,,,,,,
acWP10,592,0,genreGenre,615,12,,,,,,,,,
acWP10,592,0,abstract,626,13,,,,,,,,,
acWP10,592,0,noteField,1417,14,,,,,,,,,
acWP10,592,0,subjectTopicKeyword,630,15,,,,,,,,,
acWP10,592,0,typeResc,614,16,,,,,,,,,
acWP10,592,0,langLanguageTermText,622,17,,,,,,,,,
acWP10,592,0,copyright,642,28,copyCopyStatement,651,1,,,,,,
acWP10,592,0,copyright,642,28,accCCStatements,650,8,,,,,,
